x,y,z,ax,ay,az,aw,image,label
1535.815,1160.554,0.08396524,-0.0,0.0,0.041901810689371904,-0.9991217334544135,'data/collections/new_sim/session1_51.jpg',0
1537.103,1160.446,0.09000316,-0.0,0.0,0.04177102560167993,-0.9991272098287504,'data/collections/new_sim/session1_52.jpg',0
1538.81,1160.304,0.09285362,-0.0,0.0,0.041615826369188605,-0.9991336862480463,'data/collections/new_sim/session1_53.jpg',0
1540.128,1160.194,0.09511032,-0.0,0.0,0.04151381284336631,-0.9991379300893375,'data/collections/new_sim/session1_54.jpg',0
1541.479,1160.082,0.09631335,-0.0,0.0,0.04142051804341896,-0.9991418020906816,'data/collections/new_sim/session1_55.jpg',0
1543.693,1159.898,0.1003986,-0.0,0.0,0.04127229191796201,-0.9991479359533495,'data/collections/new_sim/session1_56.jpg',0
1545.554,1159.745,0.1056539,-0.0,0.0,0.041142375331515026,-0.9991532940205325,'data/collections/new_sim/session1_57.jpg',0
1546.479,1159.669,0.1084175,-0.0,0.0,0.04107610888516963,-0.9991560204887191,'data/collections/new_sim/session1_58.jpg',0
1547.325,1159.599,0.1110602,-0.0,0.0,0.04101681770106661,-0.9991584562348844,'data/collections/new_sim/session1_59.jpg',0
1548.097,1159.536,0.1135382,-0.0,0.0,0.040963629898305154,-0.9991606382487026,'data/collections/new_sim/session1_60.jpg',0
1548.792,1159.479,0.1152858,-0.0,0.0,0.04090957004540304,-0.9991628531319108,'data/collections/new_sim/session1_61.jpg',0
1549.53,1159.418,0.116523,-0.0,0.0,0.04086161362403562,-0.999164815499445,'data/collections/new_sim/session1_62.jpg',0
1550.56,1159.334,0.1169136,-0.0,0.0,0.04080144998048388,-0.9991672741235523,'data/collections/new_sim/session1_63.jpg',0
1551.322,1159.272,0.1183474,-0.0,0.0,0.040752621407389666,-0.9991692668654426,'data/collections/new_sim/session1_64.jpg',0
1551.969,1159.219,0.1196291,-0.0,0.0,0.04069943302952563,-0.999171434815405,'data/collections/new_sim/session1_65.jpg',0
1552.162,1159.204,0.1200956,-0.0,0.0,0.04067763448067974,-0.9991723225015073,'data/collections/new_sim/session1_66.jpg',0
1552.37,1159.187,0.1207591,-0.0,0.0,0.04065757979864133,-0.9991731387526974,'data/collections/new_sim/session1_67.jpg',0
1552.451,1159.181,0.1211921,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_68.jpg',0
1552.46,1159.18,0.1218402,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_69.jpg',0
1552.46,1159.18,0.1219884,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_70.jpg',0
1552.46,1159.18,0.1220336,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_71.jpg',0
1552.46,1159.18,0.122026,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_72.jpg',0
1552.46,1159.18,0.1220111,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_73.jpg',0
1552.46,1159.18,0.1220085,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_74.jpg',0
1552.46,1159.18,0.1220088,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_75.jpg',0
1552.46,1159.18,0.122009,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_76.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_77.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_78.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_79.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_80.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_81.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_82.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_83.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_84.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_85.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_86.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_87.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_88.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_89.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_90.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_91.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_92.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_93.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_94.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_95.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_96.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_97.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_98.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_99.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_100.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_101.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_102.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_103.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_104.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_105.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_106.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_107.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_108.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_109.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_110.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_111.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_112.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_113.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_114.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_115.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_116.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_117.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_118.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_119.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_120.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_121.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_122.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_123.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_124.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_125.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_126.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_127.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_128.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_129.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_130.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_131.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_132.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_133.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_134.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_135.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_136.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_137.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_138.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_139.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_140.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_141.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_142.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_143.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_144.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_145.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_146.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_147.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_148.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_149.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_150.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_151.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_152.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_153.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_154.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_155.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_156.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_157.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_158.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_159.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_160.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_161.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_162.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_163.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_164.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_165.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_166.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_167.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_168.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_169.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_170.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_171.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_172.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_173.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_174.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_175.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_176.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_177.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_178.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_179.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_180.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_181.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_182.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_183.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_184.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_185.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_186.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_187.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_188.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_189.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_190.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_191.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_192.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_193.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_194.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_195.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_196.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_197.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_198.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_199.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_200.jpg',2
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_201.jpg',2
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_202.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_203.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_204.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_205.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_206.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_207.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_208.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_209.jpg',0
1552.46,1159.18,0.1220093,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_210.jpg',0
1552.46,1159.18,0.1220092,-0.0,0.0,0.04065409202617987,-0.9991732806683368,'data/collections/new_sim/session1_211.jpg',0
